table_name,column_name,data_type,is_nullable,column_default,constraints
inventory_lots,notes,text,YES,null,
inventory_lots,created_at,timestamp with time zone,NO,now(),
inventory_lots,updated_at,timestamp with time zone,NO,now(),
locations,id,uuid,NO,gen_random_uuid(),PRIMARY KEY
locations,name,text,NO,null,
locations,sort_order,integer,YES,0,
locations,icon,text,YES,null,
products,id,uuid,NO,gen_random_uuid(),PRIMARY KEY
products,archetype_id,bigint,NO,null,FOREIGN KEY -> archetypes
products,name,text,NO,null,
products,brand,text,YES,null,
products,ean,text,YES,null,
products,package_size,numeric,YES,null,
products,package_unit,text,YES,null,
products,package_count,integer,YES,1,
products,shelf_life_days,integer,YES,null,
products,shelf_life_after_opening_days,integer,YES,null,
products,shelf_life_after_opening_unit,text,YES,'days'::text,
products,needs_opening_tracking,boolean,YES,false,
products,nutrition_override,jsonb,YES,null,
products,created_at,timestamp with time zone,NO,now(),
products,updated_at,timestamp with time zone,NO,now(),
recipe_ingredients,id,uuid,NO,gen_random_uuid(),PRIMARY KEY
recipe_ingredients,recipe_id,uuid,NO,null,FOREIGN KEY -> recipes
recipe_ingredients,product_id,uuid,NO,null,
recipe_ingredients,qty,numeric,NO,null,
recipe_ingredients,unit,text,NO,'g'::text,
recipe_ingredients,note,text,YES,null,
recipe_ingredients,position,integer,YES,0,
recipe_ingredients,is_optional,boolean,YES,false,
recipe_ingredients,preparation,text,YES,null,
recipe_ingredients,canonical_food_id,bigint,YES,null,
recipe_ingredients,generic_product_id,bigint,YES,null,
recipe_ingredients,cultivar_id,bigint,YES,null,
recipe_ingredients,derived_product_id,bigint,YES,null,
recipe_ingredients,product_specificity,text,YES,null,
recipe_steps,id,uuid,NO,gen_random_uuid(),PRIMARY KEY
recipe_steps,recipe_id,uuid,NO,null,FOREIGN KEY -> recipes
recipe_steps,step_no,integer,NO,null,
recipe_steps,instruction,text,NO,null,
recipe_steps,duration_min,integer,YES,null,
recipe_steps,temperature,integer,YES,null,
recipe_steps,temperature_unit,text,YES,'°C'::text,
recipe_tools,id,uuid,NO,gen_random_uuid(),PRIMARY KEY
recipe_tools,recipe_id,uuid,NO,null,FOREIGN KEY -> recipes
recipe_tools,tool,text,NO,null,
recipe_utensils,id,uuid,NO,gen_random_uuid(),PRIMARY KEY
recipe_utensils,recipe_id,uuid,NO,null,FOREIGN KEY -> recipes
recipe_utensils,utensil_name,text,NO,null,
recipe_utensils,quantity,integer,YES,1,
recipe_utensils,is_optional,boolean,YES,false,
recipe_utensils,notes,text,YES,null,
recipe_utensils,created_at,timestamp with time zone,YES,now(),
recipes,id,uuid,NO,gen_random_uuid(),PRIMARY KEY
recipes,title,text,NO,null,
recipes,steps,text,YES,null,
recipes,time_min,integer,YES,null,
recipes,difficulty,text,YES,null,
recipes,tags,ARRAY,YES,null,
recipes,category,text,YES,null,
recipes,is_veg,boolean,YES,false,
recipes,servings,integer,YES,2,
recipes,prep_min,integer,YES,0,
recipes,cook_min,integer,YES,0,
recipes,description,text,YES,null,
recipes,image_url,text,YES,null,
recipes,created_at,timestamp with time zone,YES,now(),
recipes,is_divisible,boolean,YES,true,
recipes,source_canonical_url,text,YES,null,
recipes,author,text,YES,null,
recipes,total_min,integer,YES,null,
recipes,nutrition,jsonb,YES,null,
recipes,scraped_at,timestamp with time zone,YES,now(),
reference_categories,id,bigint,NO,nextval('reference_categories_id_seq'::regclass),PRIMARY KEY
reference_categories,name,text,NO,null,
reference_categories,icon,text,YES,null,
reference_categories,color_hex,text,YES,null,
reference_categories,typical_storage,text,YES,null,
reference_categories,average_shelf_life_days,integer,YES,null,
reference_categories,sort_priority,integer,YES,50,
reference_subcategories,id,bigint,NO,nextval('reference_subcategories_id_seq'::regclass),PRIMARY KEY
reference_subcategories,category_id,bigint,NO,null,FOREIGN KEY -> reference_categories
reference_subcategories,code,text,NO,null,
reference_subcategories,label,text,NO,null,
reference_subcategories,icon,text,YES,null,
storage_guides,id,bigint,NO,nextval('storage_guides_id_seq'::regclass),PRIMARY KEY
storage_guides,canonical_food_id,bigint,YES,null,
storage_guides,cultivar_id,bigint,YES,null,
storage_guides,derived_product_id,bigint,YES,null,
storage_guides,method,text,YES,null,
storage_guides,temp_c_min,numeric,YES,null,
storage_guides,temp_c_max,numeric,YES,null,
storage_guides,humidity_pct,numeric,YES,null,
storage_guides,shelf_life_days,integer,YES,null,
storage_guides,notes,text,YES,null,
substitutions,id,uuid,NO,gen_random_uuid(),PRIMARY KEY
substitutions,product_id,uuid,YES,null,
substitutions,substitute_product_id,uuid,YES,null,
substitutions,note,text,YES,null,
unit_conversions_generic,id,uuid,NO,gen_random_uuid(),PRIMARY KEY
unit_conversions_generic,from_unit,text,NO,null,
unit_conversions_generic,to_unit,text,NO,null,
unit_conversions_generic,factor,numeric,NO,null,
unit_conversions_generic,created_at,timestamp with time zone,YES,now(),
unit_conversions_product,id,uuid,NO,gen_random_uuid(),PRIMARY KEY
unit_conversions_product,product_id,uuid,NO,null,
unit_conversions_product,from_unit,text,NO,null,
unit_conversions_product,to_unit,text,NO,null,
unit_conversions_product,factor,numeric,NO,null,
unit_conversions_product,created_at,timestamp with time zone,YES,now(),
utensils_catalog,id,integer,NO,nextval('utensils_catalog_id_seq'::regclass),PRIMARY KEY
utensils_catalog,name,text,NO,null,
utensils_catalog,category,text,YES,null,
utensils_catalog,icon,text,YES,null,
utensils_catalog,common_alternatives,ARRAY,YES,null,
utensils_catalog,created_at,timestamp with time zone,YES,now(),
