id,canonical_name,category_id,keywords,primary_unit,unit_weight_grams,density_g_per_ml,shelf_life_days_pantry,shelf_life_days_fridge,shelf_life_days_freezer,origin_country,process_params,created_at,updated_at,structured_seasons,nutrition_profile,process_capabilities,subcategory_id
1161,fruit du dragon,1,"[""fruit du dragon"",""dragon fruit"",""pitaya"",""fruit""]",u,400.0,0.90,5,7,365,"[""VN"",""TH"",""MX""]",,2025-10-02 22:21:31.802295+00,2025-10-02 22:21:31.802295+00,"{""peak"":[],""type"":""permanent"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}","{""fat_g_per_100g"":0.4,""carbs_g_per_100g"":13,""fiber_g_per_100g"":3,""sugar_g_per_100g"":7.6,""calories_per_100g"":60,""protein_g_per_100g"":1.2,""sodium_mg_per_100g"":39}","{""can_huile"":false,""can_sechage"":false,""can_vinaigre"":false,""can_confiture"":true,""can_congelation"":true,""can_conserve_bocal"":false,""can_lactofermentation"":false}",
1162,carambole,1,"[""carambole"",""starfruit"",""fruit""]",u,100.0,0.91,5,7,365,"[""MY"",""ID"",""TH""]",,2025-10-02 22:21:31.802295+00,2025-10-02 22:21:31.802295+00,"{""peak"":[],""type"":""permanent"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}","{""fat_g_per_100g"":0.3,""carbs_g_per_100g"":6.7,""fiber_g_per_100g"":2.8,""sugar_g_per_100g"":3.9,""calories_per_100g"":31,""protein_g_per_100g"":1,""sodium_mg_per_100g"":2}","{""can_huile"":false,""can_sechage"":false,""can_vinaigre"":false,""can_confiture"":true,""can_congelation"":true,""can_conserve_bocal"":false,""can_lactofermentation"":false}",
1163,goyave,1,"[""goyave"",""guava"",""fruit""]",u,150.0,0.87,3,5,365,"[""IN"",""BR"",""MX""]",,2025-10-02 22:21:31.802295+00,2025-10-02 22:21:31.802295+00,"{""peak"":[],""type"":""permanent"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}","{""fat_g_per_100g"":1,""carbs_g_per_100g"":14.3,""fiber_g_per_100g"":5.4,""sugar_g_per_100g"":8.9,""calories_per_100g"":68,""protein_g_per_100g"":2.6,""sodium_mg_per_100g"":2}","{""can_huile"":false,""can_sechage"":false,""can_vinaigre"":false,""can_confiture"":true,""can_congelation"":true,""can_conserve_bocal"":true,""can_lactofermentation"":false}",
1164,kumquat,1,"[""kumquat"",""fruit""]",u,15.0,0.89,7,14,365,"[""CN"",""JP"",""VN""]",,2025-10-02 22:21:31.802295+00,2025-10-02 22:21:31.802295+00,"{""peak"":[11,12,1,2],""type"":""fruit"",""available"":[11,12,1,2,3]}","{""fat_g_per_100g"":0.9,""carbs_g_per_100g"":15.9,""fiber_g_per_100g"":6.5,""sugar_g_per_100g"":9.4,""calories_per_100g"":71,""protein_g_per_100g"":1.9,""sodium_mg_per_100g"":10}","{""can_huile"":false,""can_sechage"":false,""can_vinaigre"":false,""can_confiture"":true,""can_congelation"":true,""can_conserve_bocal"":true,""can_lactofermentation"":false}",
1201,fraise,1,"[""fraise"",""strawberry"",""fruit""]",g,1.0,0.95,2,5,365,"[""ES"",""US"",""EG""]",,2025-10-02 20:56:55.172411+00,2025-10-02 21:02:22.966745+00,"{""peak"":[5,6],""type"":""fruit"",""available"":[4,5,6,7]}","{""fat_g_per_100g"":0.3,""carbs_g_per_100g"":7.7,""fiber_g_per_100g"":2,""sugar_g_per_100g"":4.9,""calories_per_100g"":32,""protein_g_per_100g"":0.7,""sodium_mg_per_100g"":1}","{""can_huile"":false,""can_sechage"":true,""can_vinaigre"":false,""can_confiture"":true,""can_congelation"":true,""can_conserve_bocal"":true,""can_lactofermentation"":false}",
1202,framboise,1,"[""framboise"",""raspberry"",""fruit""]",g,1.0,0.92,1,3,365,"[""RU"",""MX"",""RS""]",,2025-10-02 20:56:55.172411+00,2025-10-02 21:02:22.966745+00,"{""peak"":[6,7],""type"":""fruit"",""available"":[5,6,7,8]}","{""fat_g_per_100g"":0.7,""carbs_g_per_100g"":11.9,""fiber_g_per_100g"":6.5,""sugar_g_per_100g"":4.4,""calories_per_100g"":52,""protein_g_per_100g"":1.2,""sodium_mg_per_100g"":1}","{""can_huile"":false,""can_sechage"":true,""can_vinaigre"":false,""can_confiture"":true,""can_congelation"":true,""can_conserve_bocal"":true,""can_lactofermentation"":false}",
1203,myrtille,1,"[""myrtille"",""blueberry"",""fruit""]",g,1.0,0.93,7,14,365,"[""US"",""CA"",""PL""]",,2025-10-02 17:52:51.886498+00,2025-10-02 21:02:22.966745+00,"{""peak"":[6,7,8],""type"":""fruit"",""available"":[5,6,7,8,9]}","{""fat_g_per_100g"":0.3,""carbs_g_per_100g"":14.5,""fiber_g_per_100g"":2.4,""sugar_g_per_100g"":10,""calories_per_100g"":57,""protein_g_per_100g"":0.7,""sodium_mg_per_100g"":1}","{""can_huile"":false,""can_sechage"":true,""can_vinaigre"":false,""can_confiture"":true,""can_congelation"":true,""can_conserve_bocal"":true,""can_lactofermentation"":false}",
1204,mûre,1,"[""mûre"",""blackberry"",""fruit""]",g,1.0,0.94,2,5,365,"[""MX"",""GT"",""US""]",,2025-10-02 17:52:51.886498+00,2025-10-02 21:02:22.966745+00,"{""peak"":[7,8],""type"":""fruit"",""available"":[6,7,8,9]}","{""fat_g_per_100g"":0.5,""carbs_g_per_100g"":9.6,""fiber_g_per_100g"":5.3,""sugar_g_per_100g"":4.9,""calories_per_100g"":43,""protein_g_per_100g"":1.4,""sodium_mg_per_100g"":1}","{""can_huile"":false,""can_sechage"":true,""can_vinaigre"":false,""can_confiture"":true,""can_congelation"":true,""can_conserve_bocal"":true,""can_lactofermentation"":false}",
1205,groseille,1,"[""groseille"",""currant"",""fruit""]",g,1.0,0.96,3,7,365,"[""PL"",""DE"",""GB""]",,2025-10-02 17:52:51.886498+00,2025-10-02 21:02:22.966745+00,"{""peak"":[6,7],""type"":""fruit"",""available"":[6,7,8]}","{""fat_g_per_100g"":0.2,""carbs_g_per_100g"":13.8,""fiber_g_per_100g"":4.3,""sugar_g_per_100g"":7.4,""calories_per_100g"":56,""protein_g_per_100g"":1.4,""sodium_mg_per_100g"":1}","{""can_huile"":false,""can_sechage"":true,""can_vinaigre"":false,""can_confiture"":true,""can_congelation"":true,""can_conserve_bocal"":true,""can_lactofermentation"":false}",
1206,cassis,1,"[""cassis"",""blackcurrant"",""fruit""]",g,1.0,0.96,3,7,365,"[""PL"",""FR"",""GB""]",,2025-10-02 17:52:51.886498+00,2025-10-02 21:02:22.966745+00,"{""peak"":[6,7],""type"":""fruit"",""available"":[6,7,8]}","{""fat_g_per_100g"":0.4,""carbs_g_per_100g"":15.4,""fiber_g_per_100g"":4.3,""sugar_g_per_100g"":7.3,""calories_per_100g"":63,""protein_g_per_100g"":1.4,""sodium_mg_per_100g"":2}","{""can_huile"":false,""can_sechage"":true,""can_vinaigre"":false,""can_confiture"":true,""can_congelation"":true,""can_conserve_bocal"":true,""can_lactofermentation"":false}",
1207,raisin,1,"[""raisin"",""grape"",""fruit""]",g,1.0,0.95,3,7,365,"[""CN"",""IT"",""US""]",,2025-10-02 20:56:55.172411+00,2025-10-02 21:02:22.966745+00,"{""peak"":[8,9],""type"":""fruit"",""available"":[7,8,9,10]}","{""fat_g_per_100g"":0.2,""carbs_g_per_100g"":18.1,""fiber_g_per_100g"":0.9,""sugar_g_per_100g"":15.5,""calories_per_100g"":69,""protein_g_per_100g"":0.7,""sodium_mg_per_100g"":2}","{""can_huile"":false,""can_sechage"":true,""can_vinaigre"":false,""can_confiture"":true,""can_congelation"":true,""can_conserve_bocal"":true,""can_lactofermentation"":false}",
1251,melon,1,"[""melon"",""fruit""]",u,1500.0,0.90,5,7,365,"[""CN"",""TR"",""IR""]",,2025-10-02 17:52:51.886498+00,2025-10-02 21:02:22.966745+00,"{""peak"":[6,7,8],""type"":""fruit"",""available"":[5,6,7,8,9]}","{""fat_g_per_100g"":0.2,""carbs_g_per_100g"":8.2,""fiber_g_per_100g"":0.9,""sugar_g_per_100g"":7.9,""calories_per_100g"":34,""protein_g_per_100g"":0.8,""sodium_mg_per_100g"":16}","{""can_huile"":false,""can_sechage"":false,""can_vinaigre"":false,""can_confiture"":true,""can_congelation"":true,""can_conserve_bocal"":false,""can_lactofermentation"":false}",
1252,pastèque,1,"[""pastèque"",""watermelon"",""fruit""]",u,5000.0,0.92,5,7,365,"[""CN"",""TR"",""BR""]",,2025-10-02 17:52:51.886498+00,2025-10-02 21:02:22.966745+00,"{""peak"":[6,7,8],""type"":""fruit"",""available"":[5,6,7,8,9]}","{""fat_g_per_100g"":0.2,""carbs_g_per_100g"":7.6,""fiber_g_per_100g"":0.4,""sugar_g_per_100g"":6.2,""calories_per_100g"":30,""protein_g_per_100g"":0.6,""sodium_mg_per_100g"":1}","{""can_huile"":false,""can_sechage"":false,""can_vinaigre"":false,""can_confiture"":false,""can_congelation"":true,""can_conserve_bocal"":false,""can_lactofermentation"":false}",
