source_id,calories_kcal,proteines_g,glucides_g,lipides_g
26098,206,47.6,,1.67
26099,130,20.5,,5.27
26100,90,17.9,,2.03
26101,161,22.3,,8.01
26102,135,22.1,,5.15
26103,99.3,17,,3.5
26104,86.7,19.9,,0.8
26106,94,19,,2
26107,87.2,20,,0.8
26108,90,18.7,,1.71
26109,102,21,,2
26110,143,24.1,,5.2
26111,94.5,18,,2.5
26113,116,19,,4.42
26122,72.3,17.3,,0.35
26127,115,18.3,,4.6
26128,68.9,15.4,,0.81
26129,75.5,17.7,,0.51
26130,80.8,19.2,,0.44
26133,81.6,19.7,,0.33
26134,82.5,18.8,,0.8
26135,80.6,17,,1.4
26141,619,5,,66.6
26146,94.1,20.5,,1.34
26153,125,18,,5.9
26154,168,13.5,,12.7
26157,104,19.9,,2.7
26159,70.9,17.5,,0.1
26161,166,21,,9.17
26162,109,20.8,,2.91
26166,133,20,,5.91
26168,168,10,,14.2
26170,104,16.9,,4
26171,103,19.8,,2.7
26172,108,16.3,,4.8
26173,186,19.8,,11.9
26174,85.5,17.9,,1.55
26175,115,20.5,,3.72
26178,82.3,18.6,,0.86
26194,79.6,18.9,,0.44
26200,68.2,15.7,,0.58
26201,109,18.3,,3.94
26205,97.9,20.1,,1.94
26206,124,21.4,,4.25
26208,70.2,16.7,,0.37
26210,89.5,18.8,,1.6
26213,92.3,17.8,,2.36
26214,75.5,15.6,,1.46
26219,97.4,20.3,,1.79
26233,78,16.1,,1.52
26235,96.7,18.7,,2.42
26236,147,19.6,,7.66
26237,111,18.3,,4.22
26238,172,18.7,,10.8
26240,88.9,17.5,,2.1
26241,73.5,15,,1.5
26244,96.7,16.3,,3.5
27003,114,17.7,,4.76
27008,133,19.3,,6.22
27009,132,19,,6.24
27010,82.2,17.9,,1.19
27011,83.7,18.8,,0.94
27012,123,17.7,,5.84
27016,232,16.1,,18.6
27017,65.2,13.5,,1.27
27019,91.6,18.1,,2.13
27021,143,19.2,,7.4
27023,77,17.8,,0.66
27024,82.9,18.3,,1.08
27025,82.4,19.1,,0.68
10000,,16.3,,3.5
10004,110,20.2,3.22,1.77
10006,89.9,18.3,1.47,1.2
10007,93.8,19,1.87,1.16
10009,90.9,19.6,0.11,1.32
10013,108,17.2,5.12,2.09
10020,97.7,20.7,2.69,0.47
10022,106,21.8,1.3,1.52
10025,124,19.5,1.79,4.29
10027,99.2,16.2,5.33,1.48
10031,73.5,16.3,0.56,0.7
10033,,22.8,,1.27
10037,149,32.5,1.64,1.4
10043,104,18.9,3.06,1.76
10044,,20.9,,0.98
10057,,18.3,,3.8
10061,,22.6,,0.96
10062,,23.4,,0.98
10064,,26.6,,1.18
10079,156,29.8,4.4,2.08
10080,79.5,13.5,2.83,1.57
10084,173,17.9,8.45,7.48
10099,80,16.6,0.23,1.4
34501,,21.9,,0.9
10001,77,14.4,2.17,1.19
10003,83,17,0.78,1.31
10008,77.9,16.1,1.29,0.92
10010,85.5,17.9,0.94,1.15
10011,67.2,8.64,3.86,1.91
10014,71.8,11.2,2.69,1.82
10015,86.9,17.7,1.07,1.34
10016,76.3,16.2,0.51,1.05
10017,80.5,11.5,2.66,2.65
10018,60.1,12.9,0.97,0.5
10019,131,23.8,7.61,0.57
10021,99,19.7,3.21,0.84
10024,89.8,19.1,1.53,0.79
10026,68.7,10.7,2.77,1.67
10030,68.3,14.8,0.81,0.64
10035,67.2,8.64,3.86,1.91
10036,53.5,10.2,1.16,0.9
10038,105,23.4,0.74,0.9
10039,104,19.5,0.027,2.86
10041,99.6,14.4,8.69,0.83
10045,83.6,17.9,1.15,0.84
10048,81.3,17.3,1.78,0.54
10049,88.7,17.5,3.1,0.7
10059,92.3,21.9,0,0.53
34500,70,16.2,0.66,0.28
8059,192,12.2,3.5,13.6
8080,243,13.9,0.3,20.7
8081,237,15.1,2,18.4
8082,199,16.4,1.65,13.8
8083,246,11,1,22
8291,171,11,5.5,11.4
8292,188,8.4,6.5,14
8293,534,6.75,3.19,54.8
10002,252,8.69,21.2,14.4
10005,111,14.8,8.72,1.8
10012,282,10.9,29,13.6
10023,222,6.5,26,10
10028,102,14.6,5.93,2.2
10042,277,12.9,2.26,23.7
10081,145,12.5,5,7.9
25433,275,12.4,15.1,17.6
25537,194,19.8,0.22,12.7
25995,246,19.7,0.55,18.3
25999,198,24.8,1.48,10.3
26000,182,26.4,0.2,8.45
26002,242,13.4,8.86,16.8
26004,111,10.4,1,7.27
26005,254,25,,17.1
26010,211,13.7,8,13.8
26016,206,16.7,11.9,10.2
26027,167,13,3.99,11
26028,255,13.2,18.4,13.7
26029,162,11,16.1,5.73
26030,193,11.9,13.4,10
26034,207,24.4,0.49,12
26035,193,20.2,1.38,11.6
26039,111,26.8,0,0.4
26040,202,24.3,1.06,11.2
26046,125,8.31,11.8,4.92
26056,146,26.9,0.1,4.2
26077,165,30,0,5.06
26086,227,17.7,1.94,16.3
26096,217,20.8,1.09,14.2
26097,207,17.8,2.25,14.1
26119,180,20.5,1.5,10.2
26123,189,21.6,0,11.4
26124,190,12.6,13,9.57
26142,433,7.25,1.1,44.4
26151,,26.3,,9.5
26177,128,25,0,3.1
26179,192,31.3,1.01,6.95
26180,206,23.3,0.76,12.2
26181,128,26.6,0.58,1.98
26186,185,16.3,,13.3
26187,136,23.9,2.7,3.26
26231,213,21.5,0.62,13.9
26239,149,6.6,9.24,9.3
26242,130,14.6,4.33,5.93
26243,142,10.8,5.05,8.6
26245,227,23.4,0,14.8
26275,224,30.8,1.5,10.5
22008,47.3,10.3,1.12,0.17
22009,340,16,1.31,30.1
22010,134,13.5,0.52,8.62
22011,138,12.5,0.71,9.47
22014,142,12.2,1.08,9.82
22501,204,14.3,0.74,16
22502,145,9.99,1.62,11
22505,147,13.8,1.01,9.72
22000,140,12.7,0.27,9.83
22001,48.1,10.8,0.85,0.19
22002,307,15.5,1.09,26.7
22050,154,13.1,0.41,11.1
22060,181,13,1.31,13.8
22070,180,13.8,1.4,13.3
22080,166,13.7,1.13,11.9
22003,660,34.1,2.77,57
22004,356,81.2,7.73,0
22013,582,47.9,3.11,42
22506,255,17.7,2.56,19.3
22507,267,12.5,1.46,23.5
22508,125,8.09,2.28,9.2
22509,147,9.5,1.98,11.2
22510,165,5.56,11.7,9.9
22511,184,9.82,5.07,13.5
20591,150,18.6,7.03,2.9
20904,148,13.4,2.87,8.5
20912,164,14.9,2.91,9.5
25223,157,19.5,6.76,3.7
25224,185,17.6,8.19,7
25598,134,20.6,6.74,2.5
19023,65.1,3.32,4.85,3.63
19024,56.5,3.3,3.47,3.3
19037,46.6,3.38,4.8,1.52
19038,44.1,3.38,4.79,1.25
19039,47.3,3.38,4.82,1.59
19041,47,3.38,4.83,1.55
19042,46.4,3.19,4.9,1.54
19050,33.4,3.51,4.64,0.06
19051,34.5,3.28,4.99,0.19
19060,44.4,3.45,4.69,1.29
19200,56.1,3.39,4.35,2.83
19201,45.8,3.77,4.13,1.57
19202,57.4,3.22,4.01,3.2
19225,50,2.41,6.18,1.73
19250,103,5.68,4.5,6.97
19021,499,27.4,37.5,26.8
19026,122,6.44,9.91,5.9
19027,323,7.7,55.6,7.87
19044,459,31.5,43.4,17.5
19054,361,35.3,54,0.7
19500,,2.9,3.64,0.1
19508,73.7,2.98,11.6,1.4
19516,,2.81,12.7,1.52
19534,,3.08,12.6,1.2
19535,82.8,3.09,13.1,1.69
19536,,3.03,13.9,1.5
19538,,2.76,12.9,1.6
19539,94.4,3.83,11.5,3.1
19541,,4.67,6.71,0.094
19542,97.2,3.57,13,3.01
19543,,3.88,6.6,0.5
19544,,4.39,5.75,0.3
19546,64.5,3.84,3.47,3.6
19548,,3.81,13.3,2.72
19550,69.1,3.84,4.99,3.4
19552,,2.31,16.3,6.3
19553,93.7,5.04,9.33,3.7
19554,,5.72,4.6,3
19556,73.4,4.15,1.12,5.2
19557,,2.95,15.2,3.91
19558,,4.63,8.25,1.08
19559,54.5,4.53,8.29,0.06
19575,89.1,3.42,12.2,2.6
19577,,3.08,13.4,5.45
19578,,3.43,13.6,1.79
19579,,3.64,11.3,3.43
19580,122,3.51,14.1,5.1
19581,38.9,4.21,3.72,0.3
19582,,4.54,7.45,0.097
19587,95.7,3.61,14.2,2.4
19589,109,2.42,14.5,4.28
19592,,3.51,14,2.35
19593,45.5,3.96,2.65,1.5
19594,39.4,4.82,4.1,0.064
19596,,4.59,5,0
19597,,4.41,5.4,1.17
19598,115,3.06,3.08,9.8
19599,84.3,3.48,12.5,1.95
19600,56.8,3.88,4.73,2.3
19624,69.4,3.65,7.47,2.5
19628,93.1,3.2,12.8,2.89
19669,98.3,7.46,11.5,2.29
19671,42.4,4.29,4.92,0.13
19672,93.2,3.24,12.9,2.81
19675,42.4,4.29,4.92,0.13
19676,93.3,3.24,13,2.83
19677,93.2,3.24,13,2.83
19682,89.3,3.32,12.4,2.63
19801,33.6,3.51,2.18,0.6
19805,55.7,3.38,1.99,3.2
19860,,3.32,4.21,9.22
19862,,4.29,12.8,8.2
19865,,3.19,4.5,3.5
19882,,5.14,4.56,6.08
19501,87.7,7.1,5.68,4.31
19572,,3.95,20.9,5.18
19638,,3.57,8.5,5
19639,,4.47,4.44,0
19641,84.2,4.47,3.57,5.5
19643,,4.59,16,7
19644,49.4,7.95,3.89,0.044
19645,,7.55,5,0.1
19646,76.9,8.03,3.46,3.26
19647,,7.19,3.94,3.28
19648,,7.04,5.4,3.2
19649,116,6.19,5.25,7.65
19650,,6.89,3.74,10.2
19651,,7.12,12.5,0.025
19652,,6.39,13.1,2.65
19653,,5.58,14,3.2
19654,,5.34,16.2,5.97
19655,,6.24,6.76,0.12
19656,,7.93,13.5,
19657,,5.23,14.7,3.31
19658,,5.36,13.5,2.98
19659,,5.18,13.4,5.53
19661,92.7,6.7,9.34,2.8
19662,,6.42,12.2,2.63
19663,,9.89,3.8,0.24
19664,88.8,9.95,2.84,4
19665,,6.48,6,0.45
19666,149,9.7,3.17,10.4
19667,90.4,5.74,10.2,2.5
19668,,3.16,12.2,2.5
19673,79.2,3.64,12.4,1.3
19674,111,4.08,18.5,2.2
19678,,5.63,17.6,2.5
19679,91.9,2.55,16.7,1.3
19680,,3.39,19.5,3.53
19681,,3,18.8,5.78
19683,,4.17,11.8,1.08
19685,198,2.74,14.9,13
23534,146,3.81,24.8,3.4
23536,143,3.19,25.4,3.1
39001,126,3.38,17.4,4.66
39200,130,3.39,19.9,3.93
39206,150,5.42,21.3,4.4
39209,132,4.45,20.6,3.6
39211,176,4.32,19.4,8.88
39212,126,3.34,21.4,3.01
39213,272,4.46,16.6,20.8
39214,132,3.7,21.1,3.62
39215,129,4.98,19.8,3.31
39218,121,3.46,19.4,3.23
39228,53.1,6.25,5.51,0.3
39229,105,3.06,14.4,3.6
39230,133,3.42,17.9,5.1
39235,186,3.62,20,10.1
39246,116,2.93,17.8,3.69
39247,117,2.92,18.6,3.47
39505,135,3.49,21.4,3.52
39506,138,3.25,21.8,3.42
39511,133,3.42,18,5.07
19689,330,4.57,31.7,20.3
19698,241,4.25,30.4,9.8
19852,207,2.17,34.4,6.5
23474,273,5.51,34.3,12.2
23535,150,2.85,27.4,3.03
39210,303,6.52,25.6,18.6
39216,192,5.22,27.2,6.51
39220,147,1.5,16,8.1
39232,115,4.29,20,1.9
39233,,5.05,20,14.3
39234,364,6.86,41.9,18.1
39236,218,6,29,8.45
39400,87.8,4.55,8.05,4.19
39710,120,3.79,18,3.6
19692,86.7,2.74,12.9,2.3
19693,44.7,3.76,2.05,1.9
19694,42,3.59,1.1,2.1
19695,78,3.31,11,1.7
19696,56,3.65,2.85,2.8
20911,95,3.25,15.3,1.9
20921,93.1,2.74,16,1.7
20922,148,1.66,15.8,8
20923,76.6,0.42,16,1
39248,262,6.69,24.3,14
12999,338,21.8,0.56,27.4
12001,280,19.5,,22.5
12003,359,17.5,,32.3
12006,267,20.7,,20.3
12008,333,17.5,,29.4
12009,173,22.6,,9.3
12010,279,18.8,,22.8
12012,187,22.5,,11
12013,150,25.7,,5.5
12020,297,17.3,,25.5
12021,271,21.4,,20.7
12022,288,22,,22.2
12025,327,21.4,,27
12028,276,17.3,,22.9
12029,338,22.3,,27.8
12030,349,21.2,,29.5
12031,287,18.5,,23.9
12033,376,9.89,,37.5
12034,320,20.6,0,26.5
12035,198,21.6,,12.6
12036,325,21.9,,26.4
12037,301,24.6,,22.6
12038,290,17.8,,24.5
12039,344,21.2,,29
12040,281,16.7,,23.8
12042,326,22.7,,26.2
12045,326,20.4,,27.4
12047,311,20.3,,25.7
12049,280,15.1,,24.3
12050,332,18.2,,29
12051,302,18.9,,25.4
12052,281,13.4,,25.2
12064,355,20.9,,30
12801,324,20.7,,27
12802,300,19.8,,24.7
12803,315,20.4,,26.2
12807,294,19.6,,24.2
12810,353,21.6,,29.8
12812,285,18.8,,23.3
12813,179,22.6,,10
12814,279,19.3,,22.6
12815,440,30.5,,35.6
12820,292,19.9,,23.8
12824,276,16.8,,23.3
12830,294,20.5,,23.8
12831,343,23.8,,27.8
12832,384,23.2,,32.6
12833,340,22.4,,28
12834,296,19.7,,24.4
12836,315,20.7,,26
12839,294,18.9,,24.5
12842,357,22.1,,30
12845,291,19.2,,23.9
12846,277,18.5,,22.8
12847,274,17.9,,22.6
12848,306,19.3,,25.5
12500,384,19.5,,33.9
12519,365,22.5,,30.8
12520,333,19.9,,28.3
12521,343,22.4,,28.4
12522,326,19.9,,27.6
12523,350,20.4,,30
12524,312,19,,26.4
12526,364,22.5,,30.7
12527,342,17.4,,30.5
12528,246,27.1,,15.5
12100,390,28,0,30.8
12105,410,26.5,,34
12110,418,27.2,,34.6
12112,393,27.1,,31.6
12113,396,27.3,,32
12114,423,28.4,,34.6
12115,373,27.9,,28.8
12116,282,30.6,,18
12118,367,28.1,,28.6
12119,428,24.2,,37
12120,406,31.1,,31
12121,381,25.6,,31.1
12122,,,,28.8
12123,396,34.1,,29.2
12705,238,29,,13.8
12716,340,25.6,,26.6
12720,303,21.7,,23.7
12722,383,26.6,,30.5
12723,378,25.3,,31
12725,388,25.9,,31.4
12726,399,24,,33.8
12729,329,25.5,,25.5
12735,331,28.9,,24.2
12736,374,23.2,,31.5
12737,365,31.5,,26.9
12738,397,34,,28.8
12740,308,24.9,,23.4
12741,359,25.5,,28.4
12742,387,33.9,,28.2
12743,355,22.8,,29.2
12747,397,24.1,,33.6
12748,332,22.8,,27
12749,342,23.4,,27.5
12751,355,22.3,,29.8
12752,344,22.5,,28.4
12755,327,22.3,,26.4
12758,350,21.6,,29.4
12759,364,25.6,,29.1
12760,231,31,,12.1
12761,356,32.1,,25.6
12762,457,28.5,,38.4
12763,381,26.6,,30.8
12827,384,23.9,,32.3
12828,190,10.1,4.3,14.8
12300,246,14.1,5.34,18.5
12305,,11.5,,7.48
12310,242,10.7,6.38,19.3
12320,311,9.06,1.78,29.6
12325,151,13.8,0.5,10.5
12355,,10.7,4.2,31.6
12356,,10.8,24.1,18.9
12060,270,16.4,1.42,21.7
12061,,14.8,2.5,22.8
12063,283,17.6,0.16,23.4
12066,285,15.1,0.65,24.3
12315,255,5.36,4.24,23.9
12340,,7.65,1.4,21.2
12800,,16.1,2.08,20
12804,,13.1,2.03,16.9
12805,,14.6,2.05,18.4
12819,,10.8,2.41,12.2
19530,366,7.66,4.24,35.3
19584,,4.38,4,39
19585,,8.79,4,11.9
19590,227,16.5,0.75,17.7
19591,260,14.5,0.24,22.3
1027,175,11.7,1.05,13.1
1028,441,14.5,15.2,35.3
1029,272,0.5,21.2,20.1
19402,269,2.88,2.87,26
19410,304,3,2.8,30.7
19411,,2.33,3,40
19415,297,2.49,1.94,30.7
19420,308,2.11,10.6,28.2
19430,194,2.62,2.89,18.7
19431,166,2.81,3,15.3
19433,76.2,3.25,5.28,4.3
19436,,2.96,4.3,13.5
18008,0,0,0,0
18009,0,0,0,0
18044,0,0,0,0
18045,0,0,0,0
18046,0,0,0,0
18066,0,0,0,0
18430,0,0,0,0
76000,0,0,0,0
76001,0,0,0,0
76002,0,0,0,0
76004,0,0,0,0
76006,0,0,0,0
76007,0,0,0,0
76010,0,0,0,0
76011,0,0,0,0
76012,0,0,0,0
76013,0,0,0,0
76014,0,0,0,0
76015,0,0,0,0
76016,0,0,0,0
76017,0,0,0,0
76018,0,0,0,0
76019,0,0,0,0
76020,0,0,0,0
76022,0,0,0,0
76023,0,0,0,0
76024,0,0,0,0
76025,0,0,0,0
76027,0,0,0,0
76028,0,0,0,0
76029,0,0,0,0
76030,0,0,0,0
76031,0,0,0,0
76032,0,0,0,0
76033,0,0,0,0
76034,0,0,0,0
76035,0,0,0,0
76036,0,0,0,0
76037,0,0,0,0
76038,0,0,0,0
76039,0,0,0,0
76043,0,0,0,0
76044,0,0,0,0
76046,0,0,0,0
76047,0,0,0,0
76049,0,0,0,0
76050,0,0,0,0
76053,0,0,0,0
76054,0,0,0,0
76055,0,0,0,0
76056,0,0,0,0
76057,0,0,0,0
76058,0,0,0,0
76059,0,0,0,0
76060,0,0,0,0
76061,0,0,0,0
76062,0,0,0,0
76063,0,0,0,0
76065,0,0,0,0
76066,0,0,0,0
76067,0,0,0,0
76069,0,0,0,0
76070,0,0,0,0
76071,0,0,0,0
76072,0,0,0,0
76074,0,0,0,0
76075,0,0,0,0
76076,0,0,0,0
76078,0,0,0,0
76079,0,0,0,0
76080,0,0,0,0
76081,0,0,0,0
76082,0,0,0,0
76083,0,0,0,0
76085,0,0,0,0
76086,0,0,0,0
76087,0,0,0,0
76088,0,0,0,0
76089,0,0,0,0
76090,0,0,0,0
76091,0,0,0,0
76092,0,0,0,0
76093,0,0,0,0
76094,0,0,0,0
76095,0,0,0,0
76096,0,0,0,0
76097,0,0,0,0
76100,0,0,0,0
76101,0,0,0,0
76102,0,0,0,0
2000,52.3,0.41,11.9,0.096
2002,,0.48,11.3,0.1
2004,47,0.52,9.58,0.14
2006,,0.4,6.55,0.1
2007,,0.49,2.41,0.24
2011,,0.5,11.7,0.8
2012,45.6,0.63,9.59,0.13
2013,,0.7,9.4,0.2
2014,48.5,0.24,11.3,0.098
2015,40.9,0.52,8.41,0.1
2016,69.2,0.25,16.3,0.057
2017,,0.15,13,0.29
2018,,0.37,18.7,0.039
2019,68.8,0.31,16,0.11
2023,,0.19,9.5,0
2024,,0.67,14.3,0.18
2025,,0.5,9.1,0.1
2026,23.2,0.88,4.13,0.17
2027,42.5,0.49,8.89,0.083
2028,,0.4,6.1,0.29
2030,,0.42,1.69,0.07
2031,,0.25,1.24,0.23
2032,20.1,0.88,3.31,0.11
2033,,0.46,11.5,0.11
2034,,0.66,10.6,0.14
2035,48.9,0.5,11.2,0.3
2036,,0.5,13,0
2038,,0.7,10.4,0.16
2039,,0.2,11.6,0
2048,,0.33,12.2,0.1
2050,,0.33,11,0.1
2052,,0.85,9.5,
2053,21.7,0.88,3.72,0.14
2069,,0.52,11.2,0.15
2070,45.4,0.61,9.61,0.11
2071,,0.29,10.8,0.091
2072,46.9,0.51,9.32,0.14
2073,52.9,0.41,12.1,0.074
2074,48.9,0.17,11.4,0.14
2075,21.7,0.72,4.66,0.13
2077,47.1,0.54,10.5,0.13
2377,,0.63,10.2,0.1
2500,,0.62,12.4,0.26
2009,,0.28,10,0.1
2010,,0.1,9.1,0.1
2043,,0.21,13.7,0.03
2045,,0.17,13.9,0.15
2054,,0.19,14.8,0.043
2060,,0.24,11.3,0.1
2061,49.7,0.3,11.5,0.089
2062,,0.4,11.1,0.1
2063,,0.3,12.2,0.12
2064,,0.18,5.47,0.037
2076,,0.14,10.9,0.075
2365,,0.3,15.2,0.1
2366,,0.23,13.6,0.048
2367,,0.14,11.3,0.16
2370,,0.2,12.3,0.083
2371,,0.22,12.1,0.05
2374,,0.1,13,0
2375,,0.29,8.79,0.08
18001,,0.05,0.16,
18010,,0.04,8.45,0.02
18011,15.2,0.42,3.33,0.3
18012,,0.086,3.48,0.086
18013,,0.05,0.4,
18014,,0,6.45,0
18015,,0,5.3,0
18016,,0,3,0
18018,41.8,0.093,10.2,0.062
18019,46.6,0.067,11.3,0.028
18021,,0.06,0.96,0.13
18023,,0.1,4.4,0.1
18024,,0,6.17,0
18025,9.46,0.5,1.45,0.3
18026,37.1,0.14,8.67,0.078
18028,,0.06,0.14,0
18029,,0.11,7.42,0.042
18030,,0.086,0.28,0.086
18033,,,7,
18034,,0.067,3.83,0
18035,,0.067,0.1,0
18037,,0.0093,6.65,0.0033
18039,,0.075,10.6,
18048,46.6,0.068,11.2,0.03
18049,,0.081,9.97,0.051
18051,,0.073,1.39,0.014
18057,,0.5,2.42,0
18058,,0.055,7.7,0
18060,1.3,0.081,0.11,0.053
18062,27.3,0.028,6.11,0.0092
18063,30.7,0.089,7.45,0.059
18064,,0,,0
18065,,0.014,0.34,0
18067,43.8,,11,
18068,0.87,0,0.2,0
18075,27.3,0.033,6.76,0.022
18078,,0,6.8,0
18304,,0.014,5.16,0.01
18309,,0.1,11.2,0.07
18339,,0.13,10.1,0.06
18340,,0.063,0.45,0.13
18341,,0,7.5,0
18344,,0.068,8.28,0.066
18345,,0,4.17,0
18352,,0.2,11.9,0
18353,,0.073,0.95,0.1
18343,47.5,0.56,9.63,0.3
19120,,2.93,12.1,1.08
19122,63.8,2.75,10.8,0.99
19127,52.6,2.17,10,0.45
18041,188,1.77,3.4,18.4
18107,36.3,1.06,0.68,3.2
18110,44.4,0.69,3.96,2.8
18305,,0.1,1.4,0.1
18900,37.1,3.31,0.7,2.07
18901,44.2,3.42,2.18,2.05
18902,60.5,2.96,7.24,1.92
18903,42.8,3.01,2.89,1.8
18904,53.7,0.46,10.8,1
18905,42.6,0.46,7.8,1.1
18906,68.9,0.42,13.5,1.4
18907,31.4,0.42,2.75,2.1
29209,56.2,2.3,9.5,1
18004,6.88,0.5,1.35,0.018
18020,0.063,0,0,0.007
18022,0.87,0,0.2,0.008
18070,4.42,0.1,0.6,0.18
18071,7.64,0.5,1.16,0.2
18072,2.1,0.12,0.4,0.002
18073,1.64,0.1,0.3,0.004
18104,69.3,3.78,9.5,1.42
18106,71.9,4.08,9.91,1.71
18151,21.5,1.39,2.31,0.76
18153,53.7,3.74,5.9,1.62
18154,1.26,0,0.3,0.007
18155,5.1,0,1.09,0
18156,0,0,0,0
18161,93.5,,7.1,7.1
18162,28.7,0.56,6.06,0.3
18003,397,14.4,40.2,15.4
18005,296,19.4,42.6,1.1
18017,255,0.5,62.6,0.5
18059,21.7,0.5,2.76,0.5
18069,357,12.7,76,0.2
18076,232,19.4,6.3,2
18100,387,22.4,11.6,20.6
18101,379,6.65,75.6,3.29
18102,,9.9,79.4,5.03
18150,332,9.3,66.9,0.35
18152,323,3.3,57.2,2.5
18160,416,12.2,70.1,8.8
18163,402,11.2,67.1,9.13
18167,376,4.68,79.3,3.04
18168,386,4.29,85,2.04
18220,19.7,0.5,1.31,0
1006,,0.2,10.5,0
5100,,0,6.95,0
5201,,0,1.7,0
5207,,0.3,2.81,0
5209,,0.2,5.1,0
5210,,0.09,3.29,0
5214,82.1,0.07,2.63,0
5215,,0.5,4.04,0
5216,,0,1.6,0
5000,,0.43,4.1,
5001,,0.39,2.7,0
5002,,0.63,4.6,0
5003,,0.069,3.22,0.083
5006,,0,2.62,0
5007,37.5,0.5,5.09,0.6
5008,,0.31,4.62,0.05
5009,34.6,0.5,0.43,0.6
5010,,0.48,4.55,0.05
5011,,0.63,3.2,0
5020,,0,1.87,0
5021,48,0.5,4.4,0.6
5022,35.4,0.5,5.34,0.6
5030,25.3,0.31,4.89,0.05
1000,274,0,2.86,0
1001,229,0,0.37,0
1002,265,0,0,0
1003,328,0.1,39.6,0.3
1004,256,0,0,0
1005,252,0,0.096,0
1007,,0.054,11.3,0
1008,242,0,0,0
1010,27.6,0,6.89,0
1011,,0,1,0
1014,660,0,0,0
1015,211,0.1,27.9,0
1016,153,0,12.4,0
1021,245,0,41,0
1023,228,0,1,0
1024,,0,0,0
1026,133,0,5,0
1012,,0,22.5,2.19
1013,,0,15.9,0.02
1017,,0,10.3,0.05
1018,,0.18,7.36,0
1019,,0.25,7.97,0
1022,,0.6,17.8,0.6
2008,,0.5,12.8,0
5004,36.2,0,5.63,0
5005,25.4,0.48,4.93,0.05
11506,216,6.35,69.3,0
11509,,0.63,94.7,0.25
11510,,0.5,93,5
31008,,0.56,81.7,0
31016,,0,99.8,0
31017,,0.12,97.3,0
31034,,0.04,67.1,0.06
31044,,0.1,99,0.33
31046,,0,81,0
31064,,1.25,88.8,0
31067,,0,74.7,0.1
31076,,0.81,98.7,0
31077,,0,99.8,0
31087,238,,98,0.2
31089,,0.5,78.1,0.5
31000,523,6.14,60.5,28.1
31001,496,3.7,66.4,24.1
31002,475,3.88,60.2,23.8
31004,537,7.5,55.6,30.8
31005,,6.63,42.9,33.8
31009,,7.15,60.6,26.6
31010,,6.16,57.1,34.2
31012,551,8.75,50.9,34.2
31018,,8.43,48.7,35.9
31020,487,5.75,54.2,34.6
31026,,7.64,48,39.1
31030,525,8.48,34.1,42.3
31032,,5.02,57.9,32.4
31041,505,5.49,65,24.3
31042,499,9.5,55.9,25
31063,,9.1,51.5,34.7
31066,,6.53,51.4,35.3
31069,,6.8,45.3,34.4
31070,567,8.69,40.7,39
31071,494,7.23,57.6,26
31072,,2.9,70.5,16
31073,,6.81,41,28.5
31074,591,10.4,26.9,46.3
31079,,4.8,45.5,45
31080,,6.38,52.4,34.8
31084,,7.29,52.9,34.9
31085,,6.39,51.4,33.1
31091,,6.5,55.1,29.4
31098,532,5.8,60.5,29
31099,,6.68,39,34.2
31120,557,7.81,45.3,36.1
31003,,1.75,86.5,6.32
31007,372,0.5,90.6,0.32
31014,336,1.69,76.6,1.8
31021,,0.2,82.7,0.2
31023,324,0.94,79.5,0.5
31027,298,0.5,72.3,0.3
31033,,7.88,62.5,25.2
31036,,5,73.9,17.2
31050,,3.67,78.7,1.42
31054,228,0.69,78.1,0.45
31059,,0.19,95.4,0.35
31060,,6.28,80.2,0.25
31081,,2.95,83.7,8.04
31092,440,7.88,60.3,18
31093,,4.65,66.2,10.3
31094,,1.21,72.5,6
31121,279,0.53,82.5,0.41
30999,228,0.37,56.5,0.29
31006,249,0.29,60.2,0.31
31024,251,0.5,60.5,0.5
31037,247,0.5,59.7,0.3
31038,,0.38,60.9,0.16
31039,246,0.5,59.3,0.4
31040,,6.45,58,5.45
31053,,0.27,59.3,0.1
31062,,0.47,61,0.21
31068,246,0.5,58.9,0.4
31082,,0.49,43.4,0.33
31086,,0.35,61.6,0.17
31095,246,0.5,59.6,0.3
31110,162,0.75,38,0.3
7225,356,9.76,55.5,9.38
7600,380,7.77,49.1,16.2
7602,375,6.65,40.4,20
7615,412,6.33,47.6,21.1
7620,420,6.61,45.7,22.6
7650,446,7.62,35.9,29.1
7710,382,8.55,50.6,15.4
7711,359,8.94,52.2,12.3
7712,369,8.51,52,13.5
7720,333,5.11,55.9,9
7730,423,7.47,45.4,22.5
7733,425,6.9,46.8,22.3
7735,348,8.56,51.6,11.2
7737,351,7.47,53.2,11.6
7738,346,6.9,50.5,12.1
7739,300,6.22,49.2,8.41
7740,354,8.13,52.7,11.8
7741,401,11.3,46,19.1
7742,374,9.81,49.2,14.7
7744,355,7.2,53.3,12.3
7745,366,8,51.6,14
23467,381,7.76,42.6,18.6
23480,338,4.17,36.6,18.7
7412,,7.85,64.3,16
7413,,4.91,74.7,6.44
23027,,6.9,77.7,10.2
24000,,6.9,65,20.6
24001,,6.77,70,15.1
24002,,9.63,72.6,14.2
24003,,10.8,61.9,19.8
24004,,10.8,61.4,15.8
24005,,22.7,47.6,20.7
24007,,7,69,11
24008,,4.69,75.3,7.2
24009,,5.94,69,19.7
24010,,7.23,74.7,11.8
24011,,6.44,61.4,26.4
