id,generated_recipe_id,raw_name,quantity,unit,notes,canonical_food_id,archetype_id,match_status,created_at
5026,81,citron,1,piece,zeste et jus,1015,,canonical,2026-06-05 12:39:18.66964+00
5027,81,parmesan,50,g,râpé,,273,archetype,2026-06-05 12:39:18.66964+00
5028,81,oignon,1,piece,,2041,,canonical,2026-06-05 12:39:18.66964+00
5029,81,vin blanc,10,cl,,,331,archetype,2026-06-05 12:39:18.66964+00
5030,81,bouillon de légumes,80,cl,chaud,14036,,canonical,2026-06-05 12:39:18.66964+00
5031,81,basilic frais,0.5,botte,,1004,,canonical,2026-06-05 12:39:18.66964+00
5078,95,Filet de merlu,380,g,sans peau,9009,,canonical,2026-06-05 12:39:20.035181+00
5079,95,Chapelure panko,40,g,,,306,archetype,2026-06-05 12:39:20.035181+00
5080,95,Zest de citron jaune,1,pièce,non traité,1015,,canonical,2026-06-05 12:39:20.035181+00
5081,95,Persil plat,10,g,haché,1049,,canonical,2026-06-05 12:39:20.035181+00
5082,95,Œuf,1,pièce,battu,2040,,canonical,2026-06-05 12:39:20.035181+00
5083,95,Pommes de terre Bintje,450,g,en frites,1053,,canonical,2026-06-05 12:39:20.035181+00
5084,95,Huile d'olive,20,ml,,14030,,canonical,2026-06-05 12:39:20.035181+00
5085,95,Petits pois frais,230,g,écossés,2047,,canonical,2026-06-05 12:39:20.035181+00
5086,95,Menthe fraîche,8,feuilles,,1037,,canonical,2026-06-05 12:39:20.035181+00
5087,95,Beurre,13,g,,,300,archetype,2026-06-05 12:39:20.035181+00
5088,95,Oignon rouge,1,pièce,émincé fin,2041,,canonical,2026-06-05 12:39:20.035181+00
5089,95,Vinaigre de cidre,30,ml,pickles,,529,archetype,2026-06-05 12:39:20.035181+00
5176,111,Filets de poulet,350,g,émincés,2054,,canonical,2026-06-05 12:39:21.42371+00
5177,111,Sauce soja,4,c. à soupe,teriyaki,14033,,canonical,2026-06-05 12:39:21.42371+00
5178,111,Mirin,4,c. à soupe,teriyaki,33,,canonical,2026-06-05 12:39:21.42371+00
5179,111,Saké de cuisine,2,c. à soupe,teriyaki,33,,canonical,2026-06-05 12:39:21.42371+00
5180,111,Sucre,2,c. à café,teriyaki,14037,,canonical,2026-06-05 12:39:21.42371+00
5181,111,Riz japonais,250,g,,4003,,canonical,2026-06-05 12:39:21.42371+00
5182,111,Pak choi,4,pièces,coupés en 4,2044,,canonical,2026-06-05 12:39:21.42371+00
5183,111,Shiitakés frais,200,g,émincés,44,,canonical,2026-06-05 12:39:21.42371+00
5184,111,Ail,2,gousses,hachées,10001,,canonical,2026-06-05 12:39:21.42371+00
5185,111,Gingembre frais,15,g,râpé,10002,,canonical,2026-06-05 12:39:21.42371+00
5186,111,Huile de sésame grillé,1,c. à café,,25,,canonical,2026-06-05 12:39:21.42371+00
5187,111,Oignons verts,3,tiges,ciselés,2041,,canonical,2026-06-05 12:39:21.42371+00
5188,111,Sésame blanc grillé,1,c. à soupe,,25,,canonical,2026-06-05 12:39:21.42371+00
5276,121,Œufs,6,pièces,,2040,,canonical,2026-06-05 12:39:22.792398+00
5277,121,Courgettes,2,pièces,en dés,2026,,canonical,2026-06-05 12:39:22.792398+00
5278,121,Ail,2,gousses,hachées,10001,,canonical,2026-06-05 12:39:22.792398+00
5279,121,Ciboulette,0.5,botte,ciselée,2018,,canonical,2026-06-05 12:39:22.792398+00
5280,121,Persil plat,0.5,botte,ciselé,1049,,canonical,2026-06-05 12:39:22.792398+00
5281,121,Estragon frais,0.5,botte,ciselé,2033,,canonical,2026-06-05 12:39:22.792398+00
5282,121,Beurre,30,g,,,300,archetype,2026-06-05 12:39:22.792398+00
5283,121,Huile d'olive,2,c. à soupe,,14030,,canonical,2026-06-05 12:39:22.792398+00
5284,121,Tomates anciennes,3,pièces,en tranches,1059,,canonical,2026-06-05 12:39:22.792398+00
5285,121,Mozzarella di bufala,250,g,,,320,archetype,2026-06-05 12:39:22.792398+00
5286,121,Basilic frais,1,botte,,1004,,canonical,2026-06-05 12:39:22.792398+00
5287,121,Vinaigre balsamique,2,c. à soupe,,14032,,canonical,2026-06-05 12:39:22.792398+00
5288,121,Pain de campagne,4,tranches,,,433,archetype,2026-06-05 12:39:22.792398+00
4864,85,suprêmes de pintade,2,piece,,8012,,canonical,2026-06-05 12:39:16.06349+00
4865,85,pommes de terre,400,g,en cubes,1053,,canonical,2026-06-05 12:39:16.06349+00
4866,85,fèves fraîches,300,g,,2035,,canonical,2026-06-05 12:39:16.06349+00
4867,85,ail,2,piece,,10001,,canonical,2026-06-05 12:39:16.06349+00
4868,85,persil plat,0.5,botte,,1049,,canonical,2026-06-05 12:39:16.06349+00
4869,85,thym,2,piece,branches,1058,,canonical,2026-06-05 12:39:16.06349+00
4870,85,beurre,20,g,,,300,archetype,2026-06-05 12:39:16.06349+00
4941,96,Rumsteak ou bavette,250,g,en lamelles fines,,347,archetype,2026-06-05 12:39:17.459115+00
4942,96,Tofu fumé,60,g,en cubes,20,,canonical,2026-06-05 12:39:17.459115+00
4943,96,Sauce soja,40,ml,,14033,,canonical,2026-06-05 12:39:17.459115+00
4944,96,Sucre de canne,15,g,,14004,,canonical,2026-06-05 12:39:17.459115+00
4945,96,Huile de sésame,10,ml,,25,,canonical,2026-06-05 12:39:17.459115+00
4946,96,Ail,2,gousses,râpé,10001,,canonical,2026-06-05 12:39:17.459115+00
4947,96,Gingembre,10,g,râpé,10002,,canonical,2026-06-05 12:39:17.459115+00
4948,96,Poire ou pomme,50,g,râpée,1050,,canonical,2026-06-05 12:39:17.459115+00
4949,96,Riz,150,g,"cru, type japonica",4003,,canonical,2026-06-05 12:39:17.459115+00
4950,96,Carotte,1,pièce,en julienne,1005,,canonical,2026-06-05 12:39:17.459115+00
4951,96,Courgette,1,petite,en julienne,2026,,canonical,2026-06-05 12:39:17.459115+00
4952,96,Champignons de Paris,120,g,émincés,3001,,canonical,2026-06-05 12:39:17.459115+00
4953,96,Kimchi,70,g,,35,,canonical,2026-06-05 12:39:17.459115+00
4954,96,Œufs,2,pièces,,2040,,canonical,2026-06-05 12:39:17.459115+00
4955,96,Gochujang,35,g,,32,,canonical,2026-06-05 12:39:17.459115+00
4956,96,Graines de sésame grillées,13,g,,14020,,canonical,2026-06-05 12:39:17.459115+00
5032,83,quinoa,140,g,,4002,,canonical,2026-06-05 12:39:18.866756+00
5033,83,fèves fraîches,300,g,écossées,2035,,canonical,2026-06-05 12:39:18.866756+00
5034,83,asperges vertes,1,botte,,8004,,canonical,2026-06-05 12:39:18.866756+00
5035,83,œufs,2,piece,pour pocher,2040,,canonical,2026-06-05 12:39:18.866756+00
5036,83,citron,1,piece,jus,1015,,canonical,2026-06-05 12:39:18.866756+00
5037,83,huile d olive,2,cs,,14030,,canonical,2026-06-05 12:39:18.866756+00
5038,83,herbes fraîches,1,botte,persil/ciboulette,,,unmatched,2026-06-05 12:39:18.866756+00
5090,97,Farine T55,300,g,,,312,archetype,2026-06-05 12:39:20.227945+00
5091,97,Yaourt nature,100,g,,,335,archetype,2026-06-05 12:39:20.227945+00
5092,97,Levure boulangère sèche,4,g,,14040,,canonical,2026-06-05 12:39:20.227945+00
5093,97,Œufs (dont 2 pour garniture),3,pièces,,2040,,canonical,2026-06-05 12:39:20.227945+00
5094,97,Sulguni géorgien,65,g,râpé,,,unmatched,2026-06-05 12:39:20.227945+00
5095,97,Mozzarella,160,g,râpée,,320,archetype,2026-06-05 12:39:20.227945+00
5096,97,Beurre doux,22,g,,,204,archetype,2026-06-05 12:39:20.227945+00
5097,97,Tomates anciennes,270,g,en quartiers,1059,,canonical,2026-06-05 12:39:20.227945+00
5098,97,Concombre,180,g,en dés,2022,,canonical,2026-06-05 12:39:20.227945+00
5099,97,Aneth frais,15,g,ciselé,8002,,canonical,2026-06-05 12:39:20.227945+00
5100,97,Olives Kalamata,45,g,,11007,,canonical,2026-06-05 12:39:20.227945+00
5101,97,Huile d'olive,18,ml,,14030,,canonical,2026-06-05 12:39:20.227945+00
5102,97,Vinaigre de vin blanc,10,ml,,,331,archetype,2026-06-05 12:39:20.227945+00
5189,114,Lentilles vertes du Puy,200,g,sèches,5005,,canonical,2026-06-05 12:39:21.618848+00
5190,114,Aubergines,3,pièces,en tranches 1 cm,1001,,canonical,2026-06-05 12:39:21.618848+00
5191,114,Pommes de terre à chair ferme,500,g,en rondelles fines,1053,,canonical,2026-06-05 12:39:21.618848+00
5192,114,Tomates concassées,400,g,,1059,,canonical,2026-06-05 12:39:21.618848+00
5193,114,Oignon,1,pièce,haché,2041,,canonical,2026-06-05 12:39:21.618848+00
5194,114,Ail,3,gousses,,10001,,canonical,2026-06-05 12:39:21.618848+00
5195,114,Cannelle moulue,0.5,c. à café,,14012,,canonical,2026-06-05 12:39:21.618848+00
5196,114,Origan séché,1,c. à café,,,134,archetype,2026-06-05 12:39:21.618848+00
5197,114,Concentré de tomate,2,c. à soupe,,,4,archetype,2026-06-05 12:39:21.618848+00
5198,114,Lait entier,500,ml,béchamel,7001,,canonical,2026-06-05 12:39:21.618848+00
5199,114,Beurre,40,g,béchamel,,300,archetype,2026-06-05 12:39:21.618848+00
5200,114,Farine,40,g,béchamel,,312,archetype,2026-06-05 12:39:21.618848+00
5201,114,Kefalotyri ou parmesan,100,g,râpé,,273,archetype,2026-06-05 12:39:21.618848+00
5202,114,Œuf,1,pièce,béchamel,2040,,canonical,2026-06-05 12:39:21.618848+00
5203,114,Noix de muscade,1,pincée,béchamel,10004,,canonical,2026-06-05 12:39:21.618848+00
5204,114,Huile d'olive,5,c. à soupe,,14030,,canonical,2026-06-05 12:39:21.618848+00
5205,114,Menthe fraîche,0.5,botte,finition,1037,,canonical,2026-06-05 12:39:21.618848+00
5290,108,Bœuf haché 5% MG,300,g,,,304,archetype,2026-06-05 12:39:22.991585+00
5291,108,Haricots noirs en conserve,400,g,égouttés,14022,,canonical,2026-06-05 12:39:22.991585+00
5292,108,Maïs doux,200,g,poêlé à sec,9007,,canonical,2026-06-05 12:39:22.991585+00
5293,108,Tomates concassées,400,g,,1059,,canonical,2026-06-05 12:39:22.991585+00
5294,108,Oignon rouge,1,pièce,haché,2041,,canonical,2026-06-05 12:39:22.991585+00
5295,108,Ail,3,gousses,hachées,10001,,canonical,2026-06-05 12:39:22.991585+00
5296,108,Cumin moulu,2,c. à café,,14017,,canonical,2026-06-05 12:39:22.991585+00
5297,108,Paprika fumé,2,c. à café,,,474,archetype,2026-06-05 12:39:22.991585+00
5298,108,Tortillas de maïs,6,pièces,,19,,canonical,2026-06-05 12:39:22.991585+00
5299,108,Avocat,2,pièces,guacamole,1002,,canonical,2026-06-05 12:39:22.991585+00
4871,88,dos de lieu jaune,350,g,,24,,canonical,2026-06-05 12:39:16.262094+00
4872,88,échalote,2,piece,ciselées,2031,,canonical,2026-06-05 12:39:16.262094+00
4873,88,vin blanc,10,cl,,,331,archetype,2026-06-05 12:39:16.262094+00
4874,88,beurre,80,g,froid en dés,,300,archetype,2026-06-05 12:39:16.262094+00
4875,88,citron,1,piece,jus,1015,,canonical,2026-06-05 12:39:16.262094+00
4876,88,pommes de terre,400,g,,1053,,canonical,2026-06-05 12:39:16.262094+00
4877,88,asperges vertes,1,botte,,8004,,canonical,2026-06-05 12:39:16.262094+00
4957,98,Aubergines,450,g,en tranches 1 cm,1001,,canonical,2026-06-05 12:39:17.649306+00
4958,98,Sauce tomate concassée,200,g,,,327,archetype,2026-06-05 12:39:17.649306+00
4959,98,Oignon,1,petit,émincé,2041,,canonical,2026-06-05 12:39:17.649306+00
4960,98,Ail,2,gousses,,10001,,canonical,2026-06-05 12:39:17.649306+00
4961,98,Mozzarella,140,g,en tranches,,320,archetype,2026-06-05 12:39:17.649306+00
4962,98,Parmesan,40,g,râpé,,273,archetype,2026-06-05 12:39:17.649306+00
4963,98,Basilic frais,15,g,,1004,,canonical,2026-06-05 12:39:17.649306+00
4964,98,Œufs,2,pièces,pour finition (œuf au plat),2040,,canonical,2026-06-05 12:39:17.649306+00
4965,98,Boulgour,140,g,cru,16,,canonical,2026-06-05 12:39:17.649306+00
4966,98,Pois chiches en bocal,180,g,égouttés,5008,,canonical,2026-06-05 12:39:17.649306+00
4967,98,Huile d'olive,15,ml,,14030,,canonical,2026-06-05 12:39:17.649306+00
4968,98,Persil plat,10,g,,1049,,canonical,2026-06-05 12:39:17.649306+00
5039,84,pois chiches cuits,400,g,,5008,,canonical,2026-06-05 12:39:19.058905+00
5040,84,aubergines,2,piece,en cubes,1001,,canonical,2026-06-05 12:39:19.058905+00
5041,84,tomates concassées,400,g,,1059,,canonical,2026-06-05 12:39:19.058905+00
5042,84,oignon,1,piece,,2041,,canonical,2026-06-05 12:39:19.058905+00
5043,84,gingembre frais,15,g,,10002,,canonical,2026-06-05 12:39:19.058905+00
5044,84,garam masala,2,cc,,,478,archetype,2026-06-05 12:39:19.058905+00
5045,84,riz basmati,150,g,,4003,,canonical,2026-06-05 12:39:19.058905+00
5046,84,coriandre fraîche,0.5,botte,,1018,,canonical,2026-06-05 12:39:19.058905+00
5103,100,Haut de cuisse de poulet,200,g,en lamelles (Julien),2054,,canonical,2026-06-05 12:39:20.432314+00
5104,100,Tofu ferme,150,g,en cubes (Zoé),20,,canonical,2026-06-05 12:39:20.432314+00
5105,100,Lait de coco light,400,ml,,,224,archetype,2026-06-05 12:39:20.432314+00
5106,100,Bouillon de volaille,300,ml,,,389,archetype,2026-06-05 12:39:20.432314+00
5107,100,Citronnelle,3,bâtons,"écrasés, en tronçons",2019,,canonical,2026-06-05 12:39:20.432314+00
5108,100,Galanga,25,g,en rondelles,39,,canonical,2026-06-05 12:39:20.432314+00
5109,100,Feuilles de kaffir,5,feuilles,,40,,canonical,2026-06-05 12:39:20.432314+00
5110,100,Champignons de Paris,150,g,émincés,3001,,canonical,2026-06-05 12:39:20.432314+00
5111,100,Pousses de bambou,80,g,en lamelles,2055,,canonical,2026-06-05 12:39:20.432314+00
5112,100,Nuoc-mâm,18,ml,,34,,canonical,2026-06-05 12:39:20.432314+00
5113,100,Jus de citron vert,2,c.s.,,1016,,canonical,2026-06-05 12:39:20.432314+00
5114,100,Sucre de palme ou cassonade,8,g,,14037,,canonical,2026-06-05 12:39:20.432314+00
5115,100,Piment oiseau,1,pièce,selon goût,2048,,canonical,2026-06-05 12:39:20.432314+00
5116,100,Coriandre fraîche,15,g,,1018,,canonical,2026-06-05 12:39:20.432314+00
5117,100,Riz jasmin,150,g,cru,4003,,canonical,2026-06-05 12:39:20.432314+00
5206,115,Dorade royale entière,1200,g,"vidée, écaillée",9005,,canonical,2026-06-05 12:39:21.807701+00
5207,115,Gros sel de Guérande,2,kg,croûte,6004,,canonical,2026-06-05 12:39:21.807701+00
5208,115,Blancs d'œufs,2,pièces,croûte,,302,archetype,2026-06-05 12:39:21.807701+00
5209,115,Thym frais,4,brins,,1058,,canonical,2026-06-05 12:39:21.807701+00
5210,115,Romarin frais,2,brins,,2057,,canonical,2026-06-05 12:39:21.807701+00
5211,115,Citron jaune,1,pièce,farce,1015,,canonical,2026-06-05 12:39:21.807701+00
5212,115,Fenouil,3,bulbes,en quartiers,2034,,canonical,2026-06-05 12:39:21.807701+00
5213,115,Pastis,5,cl,,45,,canonical,2026-06-05 12:39:21.807701+00
5214,115,Olives Taggiasche,80,g,dénoyautées,11007,,canonical,2026-06-05 12:39:21.807701+00
5215,115,Pommes de terre nouvelles,500,g,,1053,,canonical,2026-06-05 12:39:21.807701+00
5216,115,Citron confit,1,pièce,finement haché,1015,,canonical,2026-06-05 12:39:21.807701+00
5217,115,Huile d'olive vierge extra,6,c. à soupe,,14030,,canonical,2026-06-05 12:39:21.807701+00
5218,115,Ail,2,gousses,,10001,,canonical,2026-06-05 12:39:21.807701+00
5304,110,Vermicelles de riz fins,200,g,,4003,,canonical,2026-06-05 12:39:23.196649+00
5305,110,Tofu fumé,300,g,en cubes,20,,canonical,2026-06-05 12:39:23.196649+00
5306,110,Citronnelle,2,tiges,écrasée et hachée,2019,,canonical,2026-06-05 12:39:23.196649+00
5307,110,Gingembre frais,20,g,râpé,10002,,canonical,2026-06-05 12:39:23.196649+00
5308,110,Sauce soja,2,c. à soupe,,14033,,canonical,2026-06-05 12:39:23.196649+00
5309,110,Carottes,2,pièces,"en julienne, picklées",1005,,canonical,2026-06-05 12:39:23.196649+00
5310,110,Daikon,0.5,pièce,"en julienne, picklée",43,,canonical,2026-06-05 12:39:23.196649+00
5311,110,Vinaigre de riz,3,c. à soupe,pickles,14032,,canonical,2026-06-05 12:39:23.196649+00
5312,110,Concombre,1,pièce,en julienne,2022,,canonical,2026-06-05 12:39:23.196649+00
5313,110,Menthe fraîche,1,botte,,1037,,canonical,2026-06-05 12:39:23.196649+00
5314,110,Coriandre fraîche,1,botte,,1018,,canonical,2026-06-05 12:39:23.196649+00
5315,110,Basilic thaï,0.5,botte,,1004,,canonical,2026-06-05 12:39:23.196649+00
5316,110,Cacahuètes torréfiées,60,g,concassées,11002,,canonical,2026-06-05 12:39:23.196649+00
4878,90,orecchiette,180,g,,15,,canonical,2026-06-05 12:39:16.458838+00
4879,90,brocolis,500,g,en bouquets,2003,,canonical,2026-06-05 12:39:16.458838+00
4880,90,ail,2,piece,,10001,,canonical,2026-06-05 12:39:16.458838+00
4881,90,piment doux,1,cc,flocons,2048,,canonical,2026-06-05 12:39:16.458838+00
4882,90,pecorino,60,g,râpé,,274,archetype,2026-06-05 12:39:16.458838+00
4883,90,huile d olive,3,cs,,14030,,canonical,2026-06-05 12:39:16.458838+00
4969,101,Œufs,5,pièces,,2040,,canonical,2026-06-05 12:39:17.846106+00
4970,101,Courgettes,450,g,râpées et égouttées,2026,,canonical,2026-06-05 12:39:17.846106+00
4971,101,Pommes de terre rattes,200,g,"cuites vapeur, en cubes",1053,,canonical,2026-06-05 12:39:17.846106+00
4972,101,Féta,100,g,émiettée,,313,archetype,2026-06-05 12:39:17.846106+00
4973,101,Menthe fraîche,15,g,ciselée,1037,,canonical,2026-06-05 12:39:17.846106+00
4974,101,Parmesan,18,g,râpé,,273,archetype,2026-06-05 12:39:17.846106+00
4975,101,Huile d'olive,8,ml,,14030,,canonical,2026-06-05 12:39:17.846106+00
4976,101,"Pousses (mâche, roquette)",140,g,,1033,,canonical,2026-06-05 12:39:17.846106+00
4977,101,Fenouil,100,g,très finement tranché,2034,,canonical,2026-06-05 12:39:17.846106+00
4978,101,Tomates cerises,180,g,,1008,,canonical,2026-06-05 12:39:17.846106+00
4979,101,Pain de seigle,110,g,,,321,archetype,2026-06-05 12:39:17.846106+00
4980,101,Citron,1,pièce,pour vinaigrette,1015,,canonical,2026-06-05 12:39:17.846106+00
5047,86,pois chiches cuits,300,g,égouttés,5008,,canonical,2026-06-05 12:39:19.250327+00
5048,86,halloumi,225,g,en tranches,21,,canonical,2026-06-05 12:39:19.250327+00
5049,86,pommes de terre,300,g,en cubes,1053,,canonical,2026-06-05 12:39:19.250327+00
5050,86,fèves fraîches,250,g,,2035,,canonical,2026-06-05 12:39:19.250327+00
5051,86,ail,2,piece,,10001,,canonical,2026-06-05 12:39:19.250327+00
5052,86,persil plat,0.5,botte,,1049,,canonical,2026-06-05 12:39:19.250327+00
5053,86,paprika fumé,1,cc,,,474,archetype,2026-06-05 12:39:19.250327+00
5118,103,Farine T55,280,g,,,312,archetype,2026-06-05 12:39:20.630204+00
5119,103,Levure boulangère sèche,4,g,,14040,,canonical,2026-06-05 12:39:20.630204+00
5120,103,Sel,6,g,,6004,,canonical,2026-06-05 12:39:20.630204+00
5121,103,Huile d'olive,15,ml,,14030,,canonical,2026-06-05 12:39:20.630204+00
5122,103,Sauce tomate San Marzano,150,g,,,327,archetype,2026-06-05 12:39:20.630204+00
5123,103,Mozzarella di bufala,180,g,"égouttée, déchirée",,320,archetype,2026-06-05 12:39:20.630204+00
5124,103,Parmesan,18,g,,,273,archetype,2026-06-05 12:39:20.630204+00
5125,103,Basilic frais,12,feuilles,,1004,,canonical,2026-06-05 12:39:20.630204+00
5126,103,Salade verte,120,g,,14029,,canonical,2026-06-05 12:39:20.630204+00
5127,103,Féta,55,g,pour la salade,,313,archetype,2026-06-05 12:39:20.630204+00
5128,103,Tomates cerises,150,g,,1008,,canonical,2026-06-05 12:39:20.630204+00
5129,103,Vinaigre balsamique,15,ml,,14032,,canonical,2026-06-05 12:39:20.630204+00
5219,116,Lentilles corail (moong dal),200,g,,5005,,canonical,2026-06-05 12:39:22.003277+00
5220,116,Riz basmati,150,g,,4003,,canonical,2026-06-05 12:39:22.003277+00
5221,116,Carottes,2,pièces,en dés,1005,,canonical,2026-06-05 12:39:22.003277+00
5222,116,Courgette,1,pièce,en dés,2026,,canonical,2026-06-05 12:39:22.003277+00
5223,116,Tomates,2,pièces,en dés,1059,,canonical,2026-06-05 12:39:22.003277+00
5224,116,Oignon,1,pièce,haché,2041,,canonical,2026-06-05 12:39:22.003277+00
5225,116,Ail,3,gousses,râpées,10001,,canonical,2026-06-05 12:39:22.003277+00
5226,116,Gingembre frais,20,g,râpé,10002,,canonical,2026-06-05 12:39:22.003277+00
5227,116,Ghee,40,g,,46,,canonical,2026-06-05 12:39:22.003277+00
5228,116,Graines de cumin,1,c. à café,,14017,,canonical,2026-06-05 12:39:22.003277+00
5229,116,Curcuma moulu,1,c. à café,,6003,,canonical,2026-06-05 12:39:22.003277+00
5230,116,Garam masala,1,c. à café,,,478,archetype,2026-06-05 12:39:22.003277+00
5231,116,Coriandre fraîche,0.5,botte,,1018,,canonical,2026-06-05 12:39:22.003277+00
5232,116,Yaourt nature,250,g,raita,,335,archetype,2026-06-05 12:39:22.003277+00
5233,116,Concombre,1,pièce,"raita, râpé",2022,,canonical,2026-06-05 12:39:22.003277+00
5234,116,Menthe fraîche,0.5,botte,raita,1037,,canonical,2026-06-05 12:39:22.003277+00
5235,116,Cumin moulu,1,pincée,raita,14017,,canonical,2026-06-05 12:39:22.003277+00
5321,113,Spaghetti,250,g,,15,,canonical,2026-06-05 12:39:23.392085+00
5322,113,Courgettes,2,pièces,en rubans à l'économe,2026,,canonical,2026-06-05 12:39:23.392085+00
5323,113,Ail,4,gousses,finement émincées,10001,,canonical,2026-06-05 12:39:23.392085+00
5324,113,Piment doux peperoncino,1,c. à café,en flocons,2048,,canonical,2026-06-05 12:39:23.392085+00
5325,113,Huile d'olive vierge extra,6,c. à soupe,,14030,,canonical,2026-06-05 12:39:23.392085+00
5326,113,Burrata des Pouilles,2,pièces,125g chacune,,,unmatched,2026-06-05 12:39:23.392085+00
5327,113,Œuf,2,pièces,mollets,2040,,canonical,2026-06-05 12:39:23.392085+00
5328,113,Parmesan Reggiano,40,g,râpé,,273,archetype,2026-06-05 12:39:23.392085+00
5329,113,Basilic frais,1,botte,effeuillé,1004,,canonical,2026-06-05 12:39:23.392085+00
5330,113,Citron jaune,0.5,pièce,zeste,1015,,canonical,2026-06-05 12:39:23.392085+00
4884,99,Pois chiches en bocal,330,g,très bien égouttés,5008,,canonical,2026-06-05 12:39:16.657479+00
4885,99,Oignon,0.5,pièce,,2041,,canonical,2026-06-05 12:39:16.657479+00
4886,99,Ail,2,gousses,,10001,,canonical,2026-06-05 12:39:16.657479+00
4887,99,Coriandre fraîche,25,g,,1018,,canonical,2026-06-05 12:39:16.657479+00
4888,99,Persil plat,40,g,pour falafels + taboulé,1049,,canonical,2026-06-05 12:39:16.657479+00
4889,99,Cumin moulu,5,g,,14017,,canonical,2026-06-05 12:39:16.657479+00
4890,99,Coriandre moulue,3,g,,1018,,canonical,2026-06-05 12:39:16.657479+00
4891,99,Farine,20,g,,,312,archetype,2026-06-05 12:39:16.657479+00
4892,99,Boulgour fin,50,g,trempé 15 min,16,,canonical,2026-06-05 12:39:16.657479+00
4893,99,Tomates,200,g,en petits dés,1059,,canonical,2026-06-05 12:39:16.657479+00
4894,99,Menthe fraîche,20,g,,1037,,canonical,2026-06-05 12:39:16.657479+00
4895,99,Citron jaune,1,pièce,jus,1015,,canonical,2026-06-05 12:39:16.657479+00
4896,99,Huile d'olive,15,ml,,14030,,canonical,2026-06-05 12:39:16.657479+00
4897,99,Grenade,80,g,graines,1027,,canonical,2026-06-05 12:39:16.657479+00
4898,99,Yaourt nature,80,g,,,335,archetype,2026-06-05 12:39:16.657479+00
4899,99,Tahini,30,g,,26,,canonical,2026-06-05 12:39:16.657479+00
4900,99,Féta,60,g,émiettée,,313,archetype,2026-06-05 12:39:16.657479+00
4901,99,Œufs (mollets),2,pièces,,2040,,canonical,2026-06-05 12:39:16.657479+00
4981,102,Échine de porc,420,g,en gros cubes 3 cm,2051,,canonical,2026-06-05 12:39:18.07363+00
4982,102,Oignons jaunes,350,g,finement émincés,2041,,canonical,2026-06-05 12:39:18.07363+00
4983,102,Poivron rouge,1,pièce,en lanières,1051,,canonical,2026-06-05 12:39:18.07363+00
4984,102,Ail,3,gousses,,10001,,canonical,2026-06-05 12:39:18.07363+00
4985,102,Tomates concassées,80,g,,1059,,canonical,2026-06-05 12:39:18.07363+00
4986,102,Paprika doux,15,g,,,473,archetype,2026-06-05 12:39:18.07363+00
4987,102,Paprika fumé,5,g,,,474,archetype,2026-06-05 12:39:18.07363+00
4988,102,Cumin graines,3,g,,14017,,canonical,2026-06-05 12:39:18.07363+00
4989,102,Bouillon de bœuf,250,ml,,,305,archetype,2026-06-05 12:39:18.07363+00
